track,type,shortcut,player,system_played,date,time_period,time,record_duration,position,total,year,records,nation
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1997-02-16,2M 9.99S,129.99,0,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-12,2M 0.04S,120.04,1,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-03-13,2M 0.01S,120.01,74,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-05-26,1M 59.96S,119.96,80,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-08-14,1M 59.86S,119.86,48,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1998-11-20,1M 59.63S,119.63,34,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,No,Booth,NTSC,1999-01-03,1M 59.49S,119.49,0,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,No,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2003,2.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,1997,41.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,1998,54.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,1999,19.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,2000,2.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,2001,2.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,2002,1.0,USA
Luigi Raceway,Three Lap,Yes,Booth,NTSC,1998-09-18,1M 38.15S,98.15,20,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-03-13,38.27S,38.27,74,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-05-26,38.26S,38.26,79,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-08-13,38.2S,38.2,50,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-10-31,38.15S,38.15,20,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1998-11-20,38.14S,38.14,34,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-01-03,38.06S,38.06,0,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-05-12,38S,38.0,7,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.95S,37.95,0,6,121,2003,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,1997,41.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,1998,54.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,1999,19.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2000,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2001,2.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2002,1.0,USA
Luigi Raceway,Single Lap,Yes,Booth,NTSC,1999-09-27,37.91S,37.91,0,6,121,2003,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,1997,41.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,1998,54.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,1999,19.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,2000,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,2001,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,2002,1.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1997-09-08,1M 31.57S,91.57,128,6,121,2003,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,1997,41.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,1998,54.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,1999,19.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,2000,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,2001,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,2002,1.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-07-09,1M 30.96S,90.96,64,6,121,2003,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,1997,41.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,1998,54.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,1999,19.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,2000,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,2001,2.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,2002,1.0,USA
Moo Moo Farm,Three Lap,No,Booth,NTSC,1998-09-14,1M 30.2S,90.2,12,6,121,2003,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,1997,41.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,1998,54.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,1999,19.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,2000,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,2001,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,2002,1.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1997-09-06,29.64S,29.64,188,6,121,2003,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,1997,41.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,1998,54.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,1999,19.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,2000,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,2001,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,2002,1.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-07-09,29.29S,29.29,37,6,121,2003,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,1997,41.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,1998,54.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,1999,19.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,2000,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,2001,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,2002,1.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1998-08-15,29.05S,29.05,131,6,121,2003,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,1997,41.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,1998,54.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,1999,19.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,2000,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,2001,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,2002,1.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-02-03,28.93S,28.93,35,6,121,2003,2.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-05-19,28.91S,28.91,145,6,121,1997,41.0,USA
Moo Moo Farm,Single Lap,No,Booth,NTSC,1999-05-19,28.91S,28.91,145,6,121,1998,54.0,USA
