track,type,shortcut,player,system_played,date,time_period,time,record_duration,position,total,year,records,nation
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-09,1M 35.91S,95.91,4,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-09,1M 35.91S,95.91,4,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-09,1M 35.91S,95.91,4,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-09,1M 35.91S,95.91,4,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-09,1M 35.91S,95.91,4,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2011-03-13,1M 35.89S,95.89,2,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.67S,95.67,0,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2013-09-15,1M 35.65S,95.65,1019,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2016-06-30,1M 35.63S,95.63,199,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-02-05,1M 35.6S,95.6,182,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2017-08-17,1M 35.52S,95.52,98,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-01-06,1M 35.48S,95.48,57,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-05,1M 35.46S,95.46,1,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2018-03-07,1M 35.43S,95.43,632,2,275,2021,11.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2011,20.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2012,17.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2013,44.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2014,27.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2015,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2016,39.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2017,21.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2018,29.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2019,22.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2020,23.0,Germany
Koopa Troopa Beach,Three Lap,No,MR,PAL,2019-12-10,1M 35.41S,95.41,184,2,275,2021,11.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2011,20.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2012,17.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2013,44.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2014,27.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2015,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2016,39.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2017,21.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2018,29.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2019,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2020,23.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2012-12-31,30.92S,30.92,4,2,275,2021,11.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2011,20.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2012,17.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2013,44.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2014,27.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2015,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2016,39.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2017,21.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2018,29.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2019,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2020,23.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-10-06,30.9S,30.9,63,2,275,2021,11.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2011,20.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2012,17.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2013,44.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2014,27.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2015,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2016,39.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2017,21.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2018,29.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2019,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2020,23.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2013-12-08,30.88S,30.88,728,2,275,2021,11.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2011,20.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2012,17.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2013,44.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2014,27.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2015,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2016,39.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2017,21.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2018,29.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2019,22.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2020,23.0,Germany
Koopa Troopa Beach,Single Lap,No,MR,PAL,2015-12-06,30.84S,30.84,1331,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2011,20.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2012,17.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2013,44.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2014,27.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2015,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2016,39.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2017,21.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2018,29.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2019,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2020,23.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2012-01-23,2M 5.28S,125.28,1,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2011,20.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2012,17.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2013,44.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2014,27.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2015,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2016,39.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2017,21.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2018,29.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2019,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2020,23.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-05,2M 5.13S,125.13,10,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2011,20.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2012,17.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2013,44.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2014,27.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2015,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2016,39.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2017,21.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2018,29.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2019,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2020,23.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2013-10-24,2M 5.07S,125.07,90,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2011,20.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2012,17.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2013,44.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2014,27.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2015,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2016,39.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2017,21.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2018,29.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2019,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2020,23.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2014-01-23,2M 4.85S,124.85,647,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2011,20.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2012,17.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2013,44.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2014,27.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2015,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2016,39.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2017,21.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2018,29.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2019,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2020,23.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-06,2M 4.48S,124.48,1,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2011,20.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2012,17.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2013,44.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2014,27.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2015,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2016,39.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2017,21.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2018,29.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2019,22.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2020,23.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2015-11-17,2M 4.33S,124.33,7,2,275,2021,11.0,Germany
Kalimari Desert,Three Lap,No,MR,PAL,2016-02-12,2M 4.3S,124.3,0,2,275,2011,20.0,Germany
